

    Vugraph Schedule
    Hand Records
    BBO Points
    BB$

Logged in as elogg LogoutClick here to return to the previous page
Traveller 51348-1599685200-73735987 played by elogg 	 
Nº 	Time 	North 	South 	East 	West 	Result 	NS Points 	Score 	Movie 	 
77 	2020-09-09 14:40 	RSSTAR 	love trips 	edwinb 	suzye 	4♠E-1 	100 	27.27% 	Movie or Lin 	 
78 	2020-09-09 14:42 	ronsassen 	salsa247 	PATSY53 	cordless1 	3NE-1 	100 	27.27% 	Movie or Lin 	 
79 	2020-09-09 14:42 	katapulta 	nkl1234 	czweig 	sb18 	3NE-1 	100 	27.27% 	Movie or Lin 	 
80 	2020-09-09 14:42 	nozar333 	jathomas3 	jack blues 	Zodiac59 	3NE-1 	100 	27.27% 	Movie or Lin 	 
81 	2020-09-09 14:42 	daver6322 	barbr6322 	RemysDad 	stanleyfg 	3NE-1 	100 	27.27% 	Movie or Lin 	 
82 	2020-09-09 14:42 	suhu52 	bridgeclar 	supply 	Gill4455 	3♠W-1 	100 	27.27% 	Movie or Lin 	 
83 	2020-09-09 14:40 	emilyseide 	Sheleb 	janetf 	joan zavis 	3NE-1 	100 	27.27% 	Movie or Lin 	 
84 	2020-09-09 14:41 	barbarad93 	dottiereid 	mozer 	berke97 	3NE-1 	100 	27.27% 	Movie or Lin 	 
85 	2020-09-09 14:41 	CSMCNOR 	jmunz 	Galaxy37 	jill777 	4♠W-1 	100 	27.27% 	Movie or Lin 	 
86 	2020-09-09 14:38 	Enniscorth 	normw 	harmann8 	arnedanske 	3NE-1 	100 	27.27% 	Movie or Lin 	 
87 	2020-09-09 14:36 	bloftus 	chappleu 	myrmil 	ajl4 	3NE-1 	100 	27.27% 	Movie or Lin 	 
88 	2020-09-09 14:42 	grandall 	smm20 	dianew5 	katy c 	4♠E-1 	100 	27.27% 	Movie or Lin 	 
89 	2020-09-09 14:41 	tomboy830 	pebblenow 	Daryl10 	juggernott 	4♠E-1 	100 	27.27% 	Movie or Lin 	 
90 	2020-09-09 14:37 	billchar 	sunstro35 	jenbar 	Barb1232 	4♠E-1 	100 	27.27% 	Movie or Lin 	 
91 	2020-09-09 14:41 	avalon81 	nordstrom1 	aloon 	oxdrifter 	4♠E-1 	100 	27.27% 	Movie or Lin 	 
92 	2020-09-09 14:37 	lolido02 	nffellman 	mayyou 	0000khaled 	4♠E-1 	100 	27.27% 	Movie or Lin 	 
93 	2020-09-09 14:41 	trepicche 	maxxime 	dhb1122A 	connor14 	3NE-1 	100 	27.27% 	Movie or Lin 	 
94 	2020-09-09 14:42 	esgkc 	bbuch41 	dagtanimaz 	khr001 	4♠E-1 	100 	27.27% 	Movie or Lin 	 
95 	2020-09-09 14:41 	mortcase 	sagkendavi 	maleman50 	Laspangle 	4♠E-1 	100 	27.27% 	Movie or Lin 	 
96 	2020-09-09 14:41 	41115 	tnfarmer4 	ddyan 	ptrpaul 	4♠E-1 	100 	27.27% 	Movie or Lin 	 
97 	2020-09-09 14:39 	asltil 	rakkss 	265426 	dubose 	3NE-1 	100 	27.27% 	Movie or Lin 	 
98 	2020-09-09 14:39 	kctory 	LusbyBob 	ralphiii 	gailseale 	4♠E-1 	100 	27.27% 	Movie or Lin 	 
99 	2020-09-09 14:41 	milevaj 	zinki 	morriswi01 	marybray 	4♠E-1 	100 	27.27% 	Movie or Lin 	 
100 	2020-09-09 14:41 	Jeannow 	bobnbbase 	monicakell 	Allan0620 	4♠E-1 	100 	27.27% 	Movie or Lin 	 
101 	2020-09-09 14:39 	jpm4605 	fteson69 	clyphy 	davidshea5 	3NE-1 	100 	27.27% 	Movie or Lin 	 
102 	2020-09-09 14:40 	4judybrown 	auntalicef 	jasminb4 	Jeff Fran 	4♠E-1 	100 	27.27% 	Movie or Lin 	 
103 	2020-09-09 14:42 	trumpface 	Mistee 	Djmeast 	Pslex 	3NE-1 	100 	27.27% 	Movie or Lin 	 
104 	2020-09-09 14:42 	brolin 	ceciliabid 	pkauk 	Outback2 	4♠E-1 	100 	27.27% 	Movie or Lin 	 
105 	2020-09-09 14:40 	klee1940 	flockie 	hamann1 	jettej44 	3NE-1 	100 	27.27% 	Movie or Lin 	 
106 	2020-09-09 14:42 	jimmiel 	rtowntoo 	Landasc 	mckennat10 	4♠W-1 	100 	27.27% 	Movie or Lin 	 
107 	2020-09-09 14:42 	debking 	liuhvicky 	Elsie405 	9Marianne 	3NE-1 	100 	27.27% 	Movie or Lin 	 
108 	2020-09-09 14:40 	OYTB 	bowei 	fauster 	tigerlizzy 	3NE-1 	100 	27.27% 	Movie or Lin 	 
109 	2020-09-09 14:40 	gordogreen 	JulyDiana 	iredouble 	yayaby 	3NE-1 	100 	27.27% 	Movie or Lin 	 
110 	2020-09-09 14:40 	Arlene Gre 	PatBerg 	LK98 	RAK79 	4♠W-1 	100 	27.27% 	Movie or Lin 	 
111 	2020-09-09 14:42 	Bidzwiz 	abenj 	karo1025 	susucamp 	3NE-1 	100 	27.27% 	Movie or Lin 	 
112 	2020-09-09 14:40 	chris724 	williamste 	Bonita72 	homefreefl 	3NE-1 	100 	27.27% 	Movie or Lin 	 
113 	2020-09-09 14:40 	resbayes 	kb2553 	Caveman111 	ellenanten 	3NE-1 	100 	27.27% 	Movie or Lin 	 
114 	2020-09-09 14:40 	Txgal 	rbv1 	ferplay23 	loritap 	3NE-1 	100 	27.27% 	Movie or Lin 	 
115 	2020-09-09 14:42 	bds02 	ghb1049 	Lyndawithy 	ann no e 	3NE-1 	100 	27.27% 	Movie or Lin 	 
116 	2020-09-09 14:40 	orizi 	monelta 	jludwig 	jtorff 	3NE-1 	100 	27.27% 	Movie or Lin 	 
117 	2020-09-09 14:42 	dengsi 	siggisk19 	BEJOHNSON 	syedaijaz 	3NE-1 	100 	27.27% 	Movie or Lin 	 
118 	2020-09-09 14:40 	addrass 	poquis 	onthegeaux 	colt22 	4♠E-1 	100 	27.27% 	Movie or Lin 	 
119 	2020-09-09 14:42 	Srachman 	nancy130 	lizr19 	ZUFONG 	2♠W= 	-110 	10.61% 	Movie or Lin 	 
120 	2020-09-09 14:42 	azlinda 	jg48 	wonton 	lgsett 	1NE+1 	-120 	9.09% 	Movie or Lin 	 
121 	2020-09-09 14:42 	snapgal3 	marylou 	ilonashorb 	carencowie 	2NE= 	-120 	9.09% 	Movie or Lin 	 
122 	2020-09-09 14:41 	mizmeck 	shaji 	bgturley 	adobescott 	1NW+1 	-120 	9.09% 	Movie or Lin 	 
123 	2020-09-09 14:40 	NeoGold 	duhawk1 	lindapie 	HeatherF56 	3NE= 	-600 	3.79% 	Movie or Lin 	 
124 	2020-09-09 14:41 	cloudy1 	super1960 	bpkpa 	Joel49 	3NE= 	-600 	3.79% 	Movie or Lin 	 
125 	2020-09-09 14:41 	Judy6 	schmoo 	liencam 	goose231 	3NE= 	-600 	3.79% 	Movie or Lin 	 
126 	2020-09-09 14:39 	mbilzin 	nora124 	kater84 	aljrem 	3NE= 	-600 	3.79% 	Movie or Lin 	 
127 	2020-09-09 14:42 	Garrison L 	hidden32 	beth murph 	willenborg 	3NE= 	-600 	3.79% 	Movie or Lin 	 
128 	2020-09-09 14:42 	sunflwr19 	nomyzs 	issab60 	spanisheye 	3NE= 	-600 	3.79% 	Movie or Lin 	 
129 	2020-09-09 14:42 	chips64 	CP1900 	phigg 	seadogfla 	3NE= 	-600 	3.79% 	Movie or Lin 	 
130 	2020-09-09 14:42 	carol slam 	milberger 	Fairway22 	alexpapa 	3NE= 	-600 	3.79% 	Movie or Lin 	 
131 	2020-09-09 14:42 	rickrock 	Flying8 	Redfox 33 	kfkup 	3NE= 	-600 	3.79% 	Movie or Lin 	 
132 	2020-09-09 14:42 	casper1213 	evp44 	keveland 	reneekb 	3NE= 	-600 	3.79% 	Movie or Lin 	 
133 	2020-09-09 14:42 	judeboard 	lhasalady 	Pita3423 	giulib 	3NW= 	-600 	3.79% 	Movie or Lin 	 
Click here to return to the previous page
© 2018-2020 Bridge Base On Line LLC • About • Privacy • Rules • Terms and Conditions • Advertise • Support • Robot Convention Card
