

    Vugraph Schedule
    Hand Records
    BBO Points
    BB$

Logged in as elogg LogoutClick here to return to the previous page
Traveller 51348-1599685200-73735989 played by elogg 	 
Nº 	Time 	North 	South 	East 	West 	Result 	NS Points 	Score 	Movie 	 
51 	2020-09-09 14:50 	Kcat 	richgb 	LK98 	RAK79 	4♠S= 	420 	73.11% 	Movie or Lin 	 
52 	2020-09-09 14:51 	mneff 	Gronkster 	dawg123 	SuzGA 	4♠S= 	420 	73.11% 	Movie or Lin 	 
53 	2020-09-09 14:50 	ksolarz 	RNAIRN 	edwinb 	suzye 	4♠S= 	420 	73.11% 	Movie or Lin 	 
54 	2020-09-09 14:49 	amuzed 	mrkez 	charhar910 	amyflorida 	4♠S= 	420 	73.11% 	Movie or Lin 	 
55 	2020-09-09 14:51 	trumpface 	Mistee 	Jack blues 	Zodiac59 	4♥N= 	420 	73.11% 	Movie or Lin 	 
56 	2020-09-09 14:50 	susanakaz 	docdad1 	morriswi01 	marybray 	4♠S= 	420 	73.11% 	Movie or Lin 	 
57 	2020-09-09 14:51 	rovill 	larryleg 	hamann1 	jettej44 	4♠S= 	420 	73.11% 	Movie or Lin 	 
58 	2020-09-09 14:50 	pinebluff 	sarahtwh 	lunab 	mickiemirk 	4♠S= 	420 	73.11% 	Movie or Lin 	 
59 	2020-09-09 14:51 	Bidzwiz 	abenj 	shmimm 	rlmdvm 	4♠S= 	420 	73.11% 	Movie or Lin 	 
60 	2020-09-09 14:52 	chris724 	williamste 	giulia03 	1feeling 	4♠S= 	420 	73.11% 	Movie or Lin 	 
61 	2020-09-09 14:50 	mbilzin 	nora124 	jludwig 	jtorff 	4♠S= 	420 	73.11% 	Movie or Lin 	 
62 	2020-09-09 14:50 	blondie2 	Encino 	Donchik 	Rikke S 	4♠S= 	420 	73.11% 	Movie or Lin 	 
63 	2020-09-09 14:50 	topgn 	Jill Rande 	dagtanimaz 	khr001 	4♠S= 	420 	73.11% 	Movie or Lin 	 
64 	2020-09-09 14:50 	gordogreen 	JulyDiana 	aloon 	oxdrifter 	4♠S= 	420 	73.11% 	Movie or Lin 	 
65 	2020-09-09 14:50 	ginad 	Donnarod 	ddyan 	ptrpaul 	4♠S= 	420 	73.11% 	Movie or Lin 	 
66 	2020-09-09 14:50 	AGarnett 	Bisquier 	pkauk 	Outback2 	3NN= 	400 	50.38% 	Movie or Lin 	 
67 	2020-09-09 14:51 	katapulta 	nkl1234 	sfletke 	andygirl 	3NN= 	400 	50.38% 	Movie or Lin 	 
68 	2020-09-09 14:51 	maria 1928 	mhood 	sueslinger 	4carrot 	2♠S+3 	200 	49.24% 	Movie or Lin 	 
69 	2020-09-09 14:52 	judydubose 	billmullis 	dearbilly 	JoJo9 	2♠S+2 	170 	39.39% 	Movie or Lin 	 
70 	2020-09-09 14:50 	bobopg 	pernicar 	headlv 	kwbridge 	2♠S+2 	170 	39.39% 	Movie or Lin 	 
71 	2020-09-09 14:50 	Love2bird 	mycroft5 	fauster 	tigerlizzy 	2♠S+2 	170 	39.39% 	Movie or Lin 	 
72 	2020-09-09 14:50 	WillK 	toby99 	ilonashorb 	carencowie 	2♠S+2 	170 	39.39% 	Movie or Lin 	 
73 	2020-09-09 14:50 	Arlene Gre 	PatBerg 	BEJOHNSON 	syedaijaz 	3♠S+1 	170 	39.39% 	Movie or Lin 	 
74 	2020-09-09 14:48 	bloftus 	chappleu 	clyphy 	davidshea5 	2♠S+2 	170 	39.39% 	Movie or Lin 	 
75 	2020-09-09 14:53 	kashbyaz45 	anitamac 	Bunkergirl 	PegKross 	2♠S+2 	170 	39.39% 	Movie or Lin 	 
76 	2020-09-09 14:50 	docw123 	switt 	kikafa40 	rebue 	3♠S+1 	170 	39.39% 	Movie or Lin 	 
77 	2020-09-09 14:48 	brolin 	ceciliabid 	Fairway22 	alexpapa 	2♠S+2 	170 	39.39% 	Movie or Lin 	 
78 	2020-09-09 14:51 	carlisa 	griffe12 	Portugal42 	jancharles 	3♠S+1 	170 	39.39% 	Movie or Lin 	 
79 	2020-09-09 14:49 	STRING9090 	kevnmax 	Elsie405 	9Marianne 	2♠S+2 	170 	39.39% 	Movie or Lin 	 
80 	2020-09-09 14:51 	nivri 	yancy1 	cattolli 	yolandac 	3♠S+1 	170 	39.39% 	Movie or Lin 	 
81 	2020-09-09 14:51 	mrstoe1 	vvttbb 	Baseman07 	sheilabro 	3♠S+1 	170 	39.39% 	Movie or Lin 	 
82 	2020-09-09 14:51 	JudeBoard 	lhasalady 	Bonita72 	homefreefl 	3♥N+1 	170 	39.39% 	Movie or Lin 	 
83 	2020-09-09 14:51 	brisi153 	frate42 	bf06 	paulkh 	3♠S+1 	170 	39.39% 	Movie or Lin 	 
84 	2020-09-09 14:51 	azlinda 	jg48 	265426 	dubose 	2♠S+2 	170 	39.39% 	Movie or Lin 	 
85 	2020-09-09 14:51 	carol slam 	milberger 	wildrose18 	reddogmtn 	2♠S+2 	170 	39.39% 	Movie or Lin 	 
86 	2020-09-09 14:51 	delsouljc 	drewme 	wazzit 	idahohoo 	3♥N+1 	170 	39.39% 	Movie or Lin 	 
87 	2020-09-09 14:51 	milevaj 	zinki 	Jannie 	jan0107 	2♠S+2 	170 	39.39% 	Movie or Lin 	 
88 	2020-09-09 14:52 	flockam 	rgbodis 	Wild__West 	pink frog 	2♠S+2 	170 	39.39% 	Movie or Lin 	 
89 	2020-09-09 14:52 	snapgal3 	marylou 	nana304 	rayerayej 	3♠S+1 	170 	39.39% 	Movie or Lin 	 
90 	2020-09-09 14:50 	Enniscorth 	normw 	ewwalk 	kath1945 	3♥N+1 	170 	39.39% 	Movie or Lin 	 
91 	2020-09-09 14:50 	Azbridge1 	winkyone 	trumpmaven 	wubbe2 	3♠S+1 	170 	39.39% 	Movie or Lin 	 
92 	2020-09-09 14:52 	pattigolf 	Jeantennis 	keveland 	reneekb 	2♠S+2 	170 	39.39% 	Movie or Lin 	 
93 	2020-09-09 14:52 	CSMCNOR 	jmunz 	kittydee 	jogle 	2♠S+2 	170 	39.39% 	Movie or Lin 	 
94 	2020-09-09 14:52 	lujack 	Mikeyb 	glasair2 	funfrolic 	3♦E-3 	150 	29.17% 	Movie or Lin 	 
95 	2020-09-09 14:51 	dobbinaz 	Ladygirl 	bridgeid99 	Fermat11 	3♦E-3 	150 	29.17% 	Movie or Lin 	 
96 	2020-09-09 14:50 	esgkc 	bbuch41 	dhb1122A 	connor14 	2♠S+1 	140 	21.59% 	Movie or Lin 	 
97 	2020-09-09 14:53 	barbarad93 	dottiereid 	2holtdrive 	cndy037 	3♠S= 	140 	21.59% 	Movie or Lin 	 
98 	2020-09-09 14:54 	4judybrown 	auntalicef 	pfflyer 	smokeysue 	3♠S= 	140 	21.59% 	Movie or Lin 	 
99 	2020-09-09 14:50 	tomboy830 	pebblenow 	faykarl 	chdrew 	2♠S+1 	140 	21.59% 	Movie or Lin 	 
100 	2020-09-09 14:54 	Martha68 	Tayalaw1 	janettorno 	DedeHuff 	3♥N= 	140 	21.59% 	Movie or Lin 	 
101 	2020-09-09 14:55 	carolrit 	idahomb 	karo1025 	susucamp 	3♠S= 	140 	21.59% 	Movie or Lin 	 
102 	2020-09-09 14:49 	nanax3 	lovescats4 	welajo 	blizzard20 	3♠S= 	140 	21.59% 	Movie or Lin 	 
103 	2020-09-09 14:49 	cdhs123 	bliden 	ddlion 	nabuk 	2♠S+1 	140 	21.59% 	Movie or Lin 	 
104 	2020-09-09 14:51 	orizi 	monelta 	BBP 	fireitup 	2♠S+1 	140 	21.59% 	Movie or Lin 	 
105 	2020-09-09 14:49 	margisell 	bertsure4 	bpkpa 	Joel49 	3♥N= 	140 	21.59% 	Movie or Lin 	 
106 	2020-09-09 14:51 	marsjc 	bxv 	sa4617 	39pegy 	3♥N= 	140 	21.59% 	Movie or Lin 	 
107 	2020-09-09 14:49 	mortcase 	sagkendavi 	jlwins 	kathy1961 	2♠S+1 	140 	21.59% 	Movie or Lin 	 
108 	2020-09-09 14:51 	grandall 	smm20 	PamAllen1 	tomtrump 	2♠S+1 	140 	21.59% 	Movie or Lin 	 
109 	2020-09-09 14:50 	billchar 	sunstro35 	ruthann 	kyradog 	3♠S= 	140 	21.59% 	Movie or Lin 	 
110 	2020-09-09 14:50 	Mary-Lou 	patina 	Inanny8 	anny1939 	2♠S+1 	140 	21.59% 	Movie or Lin 	 
111 	2020-09-09 14:51 	Jeannow 	bobnbbase 	lindapie 	HeatherF56 	3♥N= 	140 	21.59% 	Movie or Lin 	 
112 	2020-09-09 14:52 	daledavid 	jillie730 	Subtiliter 	ninatas 	2♠S+1 	140 	21.59% 	Movie or Lin 	 
113 	2020-09-09 14:52 	cloudy1 	super1960 	Daryl10 	juggernott 	2♠S+1 	140 	21.59% 	Movie or Lin 	 
114 	2020-09-09 14:53 	asltil 	rakkss 	czweig 	sb18 	2NN= 	120 	14.39% 	Movie or Lin 	 
115 	2020-09-09 14:52 	bds02 	ghb1049 	Nederhorst 	dotted3 	4♥N-1 	-50 	8.33% 	Movie or Lin 	 
116 	2020-09-09 14:52 	dengsi 	siggisk19 	Redfox 33 	kfkup 	3NS-1 	-50 	8.33% 	Movie or Lin 	 
117 	2020-09-09 14:52 	vakse 	jassurin 	liencam 	goose231 	3NN-1 	-50 	8.33% 	Movie or Lin 	 
118 	2020-09-09 14:50 	nascellin 	Archie24 	monicakell 	Allan0620 	4♠S-1 	-50 	8.33% 	Movie or Lin 	 
119 	2020-09-09 14:50 	41115 	tnfarmer4 	lyndawithy 	ann no e 	3NS-1 	-50 	8.33% 	Movie or Lin 	 
120 	2020-09-09 14:50 	bruceferg 	juliejoy 	clevenut 	Laurenlou 	4♠N-1 	-50 	8.33% 	Movie or Lin 	 
121 	2020-09-09 14:48 	beburs 	bridgech 	oktaygecit 	ojkusc 	4♠S-1 	-50 	8.33% 	Movie or Lin 	 
122 	2020-09-09 14:49 	peristy 	sabz 	Pam L 	TToes 	4♠S-1 	-50 	8.33% 	Movie or Lin 	 
123 	2020-09-09 14:50 	casper1213 	evp44 	SKILLSET 	kjaxon2001 	4♠S-1 	-50 	8.33% 	Movie or Lin 	 
124 	2020-09-09 14:51 	faydugas 	lizj132000 	kater84 	aljrem 	3NS-1 	-50 	8.33% 	Movie or Lin 	 
125 	2020-09-09 14:49 	bbbarb43 	Maggie444 	dowder 	chapalalou 	4♠S-1 	-50 	8.33% 	Movie or Lin 	 
126 	2020-09-09 14:49 	jpm4605 	fteson69 	barni9 	456no 	3NN-1 	-50 	8.33% 	Movie or Lin 	 
127 	2020-09-09 14:51 	RMF1939 	apisces 	Caveman111 	ellenanten 	3NS-1 	-50 	8.33% 	Movie or Lin 	 
128 	2020-09-09 14:49 	chips64 	CP1900 	mayyou 	0000khaled 	3NS-1 	-50 	8.33% 	Movie or Lin 	 
129 	2020-09-09 14:50 	suhu52 	bridgeclar 	maleman50 	Laspangle 	4♠S-1 	-50 	8.33% 	Movie or Lin 	 
130 	2020-09-09 14:53 	nozar333 	jathomas3 	Galaxy37 	jill777 	4♥N-2 	-100 	1.14% 	Movie or Lin 	 
131 	2020-09-09 14:53 	Garrison L 	hidden32 	oronda 	awhit 	4♥N-2 	-100 	1.14% 	Movie or Lin 	 
132 	2020-09-09 14:51 	grannysm1 	rickypwc 	Landasc 	mckennat10 	4♥N-2 	-100 	1.14% 	Movie or Lin 	 
133 	2020-09-09 14:49 	cuddleyjd 	lvand14 	jenbar 	Barb1232 	4♥N-2 	-100 	1.14% 	Movie or Lin 	 
Click here to return to the previous page
© 2018-2020 Bridge Base On Line LLC • About • Privacy • Rules • Terms and Conditions • Advertise • Support • Robot Convention Card
