

    Vugraph Schedule
    Hand Records
    BBO Points
    BB$

Logged in as elogg LogoutClick here to return to the previous page
Traveller 34993-1600462800-819546 played by elogg 	 
Nº 	Time 	North 	South 	East 	West 	Result 	EW Points 	Score 	Movie 	 
54 	2020-09-18 14:22 	asqueeze 	smm20 	Maven5 	cliffw50 	4♠S-1 	100 	43.22% 	Movie or Lin 	 
55 	2020-09-18 14:22 	1303abrd 	Ralph62 	tc93 	tdh_1944 	3♠S-1 	100 	43.22% 	Movie or Lin 	 
56 	2020-09-18 14:22 	irishg 	don350 	lady mom 	bram307 	4♠S-1 	100 	43.22% 	Movie or Lin 	 
57 	2020-09-18 14:20 	markopup 	ssyc1938 	waldblumch 	trilex1 	3♠S-1 	100 	43.22% 	Movie or Lin 	 
58 	2020-09-18 14:22 	rickrock 	Flying8 	phylmor 	MMMor 	3♠S-1 	100 	43.22% 	Movie or Lin 	 
59 	2020-09-18 14:24 	1Suaveguy 	sfikes 	wrOOster1 	joycehendy 	3♠S-1 	100 	43.22% 	Movie or Lin 	 
60 	2020-09-18 14:22 	BBP 	fireitup 	b-stick 	expo4 	3♠S-1 	100 	43.22% 	Movie or Lin 	 
61 	2020-09-18 14:24 	icemilk 	gunnarth 	esgkc 	bbuch41 	4♠S-1 	100 	43.22% 	Movie or Lin 	 
62 	2020-09-18 14:24 	ZUFONG 	bettymelbo 	cncaboose 	DrZed 	3♠N-1 	100 	43.22% 	Movie or Lin 	 
63 	2020-09-18 14:22 	zinki 	nazirk 	Connie1024 	leeupnorth 	4♠S-1 	100 	43.22% 	Movie or Lin 	 
64 	2020-09-18 14:24 	NanRaye 	gc0417 	armavadee7 	Priusus5 	4♠S-1 	100 	43.22% 	Movie or Lin 	 
65 	2020-09-18 14:25 	susano40 	fix_it 	playing42 	skiborder 	3♠N-1 	100 	43.22% 	Movie or Lin 	 
66 	2020-09-18 14:22 	lindagu 	resbayes 	sap616 	pam2play 	3♠N-1 	100 	43.22% 	Movie or Lin 	 
67 	2020-09-18 14:22 	Jeannow 	bobnbbase 	RNAIRN 	lizbridg 	3♠S-1 	100 	43.22% 	Movie or Lin 	 
68 	2020-09-18 14:26 	ochristens 	clieff1 	greyrabbit 	joecdhs 	4♠S-1 	100 	43.22% 	Movie or Lin 	 
69 	2020-09-18 14:22 	addrass 	poquis 	luzya 	sasssa 	4♠S-1 	100 	43.22% 	Movie or Lin 	 
70 	2020-09-18 14:22 	carolsachs 	dem1219 	sulbha 	elfish 	3♠N-1 	100 	43.22% 	Movie or Lin 	 
71 	2020-09-18 14:23 	zmanmom 	p450guy 	drbubba 	kath1945 	3♠N-1 	100 	43.22% 	Movie or Lin 	 
72 	2020-09-18 14:23 	MK2483 	mtiques 	elogg 	mrobichek 	3♠N-1 	100 	43.22% 	Movie or Lin 	 
73 	2020-09-18 14:23 	vkshah1941 	purnimasha 	iuirv 	Gracecha 	4♠S-1 	100 	43.22% 	Movie or Lin 	 
74 	2020-09-18 14:21 	morriswi01 	marybray 	atvguy 	lovecards 	3♠S-1 	100 	43.22% 	Movie or Lin 	 
75 	2020-09-18 14:21 	erciyes123 	Sybug 	csharf2040 	HowieC 	4♠N-1 	100 	43.22% 	Movie or Lin 	 
76 	2020-09-18 14:23 	archiesdad 	jartex 	TyraMarie 	tanq_cowbo 	3♠S-1 	100 	43.22% 	Movie or Lin 	 
77 	2020-09-18 14:21 	pattyg11 	oranje23 	stay40 	hpesol 	3♠S-1 	100 	43.22% 	Movie or Lin 	 
78 	2020-09-18 14:21 	jcpool 	jwstprof 	clancy1864 	Lucieombre 	3♠S-1 	100 	43.22% 	Movie or Lin 	 
79 	2020-09-18 14:23 	andy3625 	needtricks 	Rudiemac 	Burke8 	4♠S-1 	100 	43.22% 	Movie or Lin 	 
80 	2020-09-18 14:23 	brolin 	ceciliabid 	charness 	steveb3 	4♠S-1 	100 	43.22% 	Movie or Lin 	 
81 	2020-09-18 14:21 	debking 	liuhvicky 	bertsure4 	drewme 	3♠S-1 	100 	43.22% 	Movie or Lin 	 
82 	2020-09-18 14:23 	Migen 	jerzyna 	sholay 	Fermat11 	3♠S-1 	100 	43.22% 	Movie or Lin 	 
83 	2020-09-18 14:21 	schammy 	TAURUS514 	gailwier37 	helen ogle 	3♠N-1 	100 	43.22% 	Movie or Lin 	 
84 	2020-09-18 14:23 	BethAnne 	rogerroba 	eddie fast 	putter11 	4♦E-1 	-50 	26.69% 	Movie or Lin 	 
85 	2020-09-18 14:24 	GP 59 	tasha5 	June1915 	carolkes 	4♦E-1 	-50 	26.69% 	Movie or Lin 	 
86 	2020-09-18 14:22 	ppagrawal 	rosyagra 	Janetmdb 	butcher77 	4♦E-1 	-50 	26.69% 	Movie or Lin 	 
87 	2020-09-18 14:26 	Trisport 	Daisy155 	trumpface 	Mistee 	5♦E-1 	-50 	26.69% 	Movie or Lin 	 
88 	2020-09-18 14:23 	TDevine 	rwbjorge 	jbelur 	GregorJack 	4♦E-1 	-50 	26.69% 	Movie or Lin 	 
89 	2020-09-18 14:23 	Padval 	luckyb9999 	carnadian 	stu_124 	4♦E-1 	-50 	26.69% 	Movie or Lin 	 
90 	2020-09-18 14:23 	Savvy3 	jenporte 	faydugas 	uli_staber 	4♦E-1 	-50 	26.69% 	Movie or Lin 	 
91 	2020-09-18 14:23 	rewful 	LadyPatti 	mslair 	michaelair 	4♦E-1 	-50 	26.69% 	Movie or Lin 	 
92 	2020-09-18 14:23 	Mary-Lou 	jill777 	NellBB 	00omega 	5♦E-2 	-100 	21.61% 	Movie or Lin 	 
93 	2020-09-18 14:22 	any blue 	TonyTV1 	glostrank 	mrstoe1 	4♦xE-1 	-100 	21.61% 	Movie or Lin 	 
94 	2020-09-18 14:24 	paulkh 	ataml 	aziz99kal 	clash61 	4♦E-2 	-100 	21.61% 	Movie or Lin 	 
95 	2020-09-18 14:24 	jbradley 	maggie405 	lisapom 	vkdatta1 	4♦E-2 	-100 	21.61% 	Movie or Lin 	 
96 	2020-09-18 14:24 	atilayc 	erenmina 	bridge bug 	nic813 	2♠S= 	-110 	16.95% 	Movie or Lin 	 
97 	2020-09-18 14:22 	herbob 	youngsdj 	booggie 	maynab 	2♠S= 	-110 	16.95% 	Movie or Lin 	 
98 	2020-09-18 14:22 	ARBCBJ70 	ARBCMB70 	maleman50 	Laspangle 	2♠S= 	-110 	16.95% 	Movie or Lin 	 
99 	2020-09-18 14:22 	41115 	tnfarmer4 	BN64985 	ajax01 	2♠N= 	-110 	16.95% 	Movie or Lin 	 
100 	2020-09-18 14:23 	bbbarb43 	ladyhigh 	apisces 	linamj 	2♠N= 	-110 	16.95% 	Movie or Lin 	 
101 	2020-09-18 14:21 	gardargard 	hazzi1 	casealex 	jpsdo 	2♠S= 	-110 	16.95% 	Movie or Lin 	 
102 	2020-09-18 14:21 	cnathan 	marc_n 	mindyjogo 	natasha11 	2♠S= 	-110 	16.95% 	Movie or Lin 	 
103 	2020-09-18 14:25 	molliemoo 	JPG1944 	miss al 	momwals 	3♠S= 	-140 	11.02% 	Movie or Lin 	 
104 	2020-09-18 14:25 	ButtonsMom 	missycat 	Harvar5d 	mawmaw2013 	3♠S= 	-140 	11.02% 	Movie or Lin 	 
105 	2020-09-18 14:22 	Judy6 	schmoo 	jasminb4 	Mickeyb1 	3♠S= 	-140 	11.02% 	Movie or Lin 	 
106 	2020-09-18 14:23 	40234023 	Katrink11 	adiek6858 	tap 42 	3♠S= 	-140 	11.02% 	Movie or Lin 	 
107 	2020-09-18 14:20 	catkoklc 	nelson5107 	ettyca 	GoodLuckAl 	3♠S= 	-140 	11.02% 	Movie or Lin 	 
108 	2020-09-18 14:23 	giulia03 	1feeling 	121442 	Adele46 	3♠S= 	-140 	11.02% 	Movie or Lin 	 
109 	2020-09-18 14:21 	leftyc 	haroldf 	obyrcope 	momdeeann 	2♠S+1 	-140 	11.02% 	Movie or Lin 	 
110 	2020-09-18 14:24 	lblady1 	tasiusd 	kenya16 	janer22 	5♦E-3 	-150 	7.63% 	Movie or Lin 	 
111 	2020-09-18 14:23 	bob katz 	smparnes 	karo1025 	susucamp 	2♠S+2 	-170 	6.36% 	Movie or Lin 	 
112 	2020-09-18 14:23 	vmandell 	delwest1 	hoboken104 	margisell 	3♠S+1 	-170 	6.36% 	Movie or Lin 	 
113 	2020-09-18 14:23 	sheri10 	virge 	MINI9 	GeirE 	5♦xE-2 	-300 	2.97% 	Movie or Lin 	 
114 	2020-09-18 14:24 	emilbest 	1OldCrow 	amyg24 	feleap 	5♦xE-2 	-300 	2.97% 	Movie or Lin 	 
115 	2020-09-18 14:22 	ojtan 	loberman 	jojo1112 	goldieoldi 	5♦xE-2 	-300 	2.97% 	Movie or Lin 	 
116 	2020-09-18 14:22 	almat 	nikosv 	shadow55 	ESueB 	5♦xE-2 	-300 	2.97% 	Movie or Lin 	 
117 	2020-09-18 14:23 	IrvingGew 	parsonsdav 	ejschloss 	mab s 	5♦xE-2 	-300 	2.97% 	Movie or Lin 	 
118 	2020-09-18 14:23 	1YIKAR 	shelbina34 	lunab 	mickiemirk 	5♦xE-2 	-300 	2.97% 	Movie or Lin 	 
119 	2020-09-18 14:22 	kellyw303 	friskypal 	BuRMiNa 	Surfer125 	4♠S= 	-620 	0.00% 	Movie or Lin 	 
Click here to return to the previous page
© 2018-2020 Bridge Base On Line LLC • About • Privacy • Rules • Terms and Conditions • Advertise • Support • Robot Convention Card
