

    Vugraph Schedule
    Hand Records
    BBO Points
    BB$

Logged in as elogg LogoutClick here to return to the previous page
Traveller 34993-1600462800-819542 played by elogg 	 
Nº 	Time 	North 	South 	East 	West 	Result 	EW Points 	Score 	Movie 	 
60 	2020-09-18 14:04 	BBP 	fireitup 	greyrabbit 	joecdhs 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
61 	2020-09-18 14:04 	any blue 	TonyTV1 	ettyca 	GoodLuckAl 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
62 	2020-09-18 14:07 	almat 	nikosv 	TyraMarie 	tanq_cowbo 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
63 	2020-09-18 14:04 	addrass 	poquis 	maleman50 	Laspangle 	5♥S= 	-450 	36.86% 	Movie or Lin 	 
64 	2020-09-18 14:04 	bob katz 	smparnes 	esgkc 	bbuch41 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
65 	2020-09-18 14:04 	Jeannow 	bobnbbase 	lunab 	mickiemirk 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
66 	2020-09-18 14:04 	morriswi01 	marybray 	ivargo 	kalibali 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
67 	2020-09-18 14:04 	andy3625 	needtricks 	cncaboose 	DrZed 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
68 	2020-09-18 14:04 	Migen 	jerzyna 	erzsi99 	gudenuf 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
69 	2020-09-18 14:04 	AZLYNN 	carolannh 	quervoz 	fbates 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
70 	2020-09-18 14:04 	pattyg11 	oranje23 	csharf2040 	HowieC 	5♥S= 	-450 	36.86% 	Movie or Lin 	 
71 	2020-09-18 14:04 	jadedeye 	Indy Ali 	iuirv 	Gracecha 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
72 	2020-09-18 14:04 	irishg 	don350 	jobengland 	tpsc 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
73 	2020-09-18 14:04 	rachew 	mak11568 	e_alex_ 	judean 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
74 	2020-09-18 14:03 	acsbb 	JJ7789 	sholay 	Fermat11 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
75 	2020-09-18 14:03 	fizik41 	archin3531 	shaji 	howdot 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
76 	2020-09-18 14:03 	sheri10 	virge 	b kaya 	suzye 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
77 	2020-09-18 14:04 	Mary-Lou 	jill777 	KarenA 	glen 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
78 	2020-09-18 14:03 	BethAnne 	rogerroba 	obyrcope 	momdeeann 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
79 	2020-09-18 14:04 	maui me 	adobescott 	adiek6858 	tap 42 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
80 	2020-09-18 14:04 	lblady1 	tasiusd 	121442 	Adele46 	5♥S= 	-450 	36.86% 	Movie or Lin 	 
81 	2020-09-18 14:03 	schammy 	TAURUS514 	sv21 	pierchat31 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
82 	2020-09-18 14:03 	1YIKAR 	shelbina34 	ejschloss 	mab s 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
83 	2020-09-18 14:04 	Quietmike 	rgb1954 	roweiss 	marshap 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
84 	2020-09-18 14:03 	brisi153 	ddyan 	stay40 	hpesol 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
85 	2020-09-18 14:04 	ButtonsMom 	missycat 	ardeno 	Bijou5 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
86 	2020-09-18 14:03 	chessgod_2 	bgturley 	waldblumch 	trilex1 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
87 	2020-09-18 14:05 	Savvy3 	jenporte 	casealex 	jpsdo 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
88 	2020-09-18 14:03 	bobopg 	pernicar 	amber_rain 	gremio 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
89 	2020-09-18 14:03 	bbbarb43 	ladyhigh 	Susan SG 	gallahtn 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
90 	2020-09-18 14:05 	1303abrd 	Ralph62 	kenya16 	janer22 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
91 	2020-09-18 14:05 	JeanCW 	janewinsit 	bennix 	igorliv 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
92 	2020-09-18 14:03 	40234023 	Katrink11 	osman 1 	aud555 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
93 	2020-09-18 14:05 	lulu109 	SherylSBBC 	jbelur 	GregorJack 	5♥S= 	-450 	36.86% 	Movie or Lin 	 
94 	2020-09-18 14:03 	lvgopher 	lvrandy 	bertsure4 	drewme 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
95 	2020-09-18 14:03 	Padval 	luckyb9999 	caroleliss 	Magliocco 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
96 	2020-09-18 14:03 	lindagu 	resbayes 	elogg 	mrobichek 	5♥S= 	-450 	36.86% 	Movie or Lin 	 
97 	2020-09-18 14:05 	asqueeze 	smm20 	lisapom 	vkdatta1 	5♥S= 	-450 	36.86% 	Movie or Lin 	 
98 	2020-09-18 14:03 	atilayc 	erenmina 	sap616 	pam2play 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
99 	2020-09-18 14:03 	42dtn 	nkl1234 	belle jour 	nifty msk 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
100 	2020-09-18 14:05 	DARWZ 	marcie11 	RNAIRN 	lizbridg 	5♥S= 	-450 	36.86% 	Movie or Lin 	 
101 	2020-09-18 14:04 	molliemoo 	JPG1944 	zitrus 	Ritapenney 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
102 	2020-09-18 14:04 	herbob 	youngsdj 	haroldph 	cinbread19 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
103 	2020-09-18 14:04 	BSheldon 	Paul_Sitz 	jgraymn 	bgraymn2 	4♥S+1 	-450 	36.86% 	Movie or Lin 	 
104 	2020-09-18 14:05 	ppagrawal 	rosyagra 	hoboken104 	margisell 	5♥S= 	-450 	36.86% 	Movie or Lin 	 
105 	2020-09-18 14:05 	obrucemsn 	denverbuck 	rgbodis 	flockam 	3NS+2 	-460 	11.86% 	Movie or Lin 	 
106 	2020-09-18 14:04 	TDevine 	rwbjorge 	booggie 	maynab 	4♥S+2 	-480 	10.59% 	Movie or Lin 	 
107 	2020-09-18 14:05 	nkmicha 	bb2041 	mslair 	michaelair 	4♥S+2 	-480 	10.59% 	Movie or Lin 	 
108 	2020-09-18 14:06 	archiesdad 	jartex 	ksolarz 	krupke32 	4♠xE-3 	-500 	6.78% 	Movie or Lin 	 
109 	2020-09-18 14:09 	hokie59 	hrhaynes 	trumpface 	Mistee 	4♠xE-3 	-500 	6.78% 	Movie or Lin 	 
110 	2020-09-18 14:04 	Judy6 	schmoo 	pastapan 	rakkss 	5♣xW-3 	-500 	6.78% 	Movie or Lin 	 
111 	2020-09-18 14:03 	formerjr51 	formerjr 	atvguy 	lovecards 	5♣xW-3 	-500 	6.78% 	Movie or Lin 	 
112 	2020-09-18 14:05 	catkoklc 	nelson5107 	shadow55 	ESueB 	4♠xW-3 	-500 	6.78% 	Movie or Lin 	 
113 	2020-09-18 14:05 	rickrock 	Flying8 	GDBraiser 	puppy3643 	4♠xE-3 	-500 	6.78% 	Movie or Lin 	 
114 	2020-09-18 14:04 	paulkh 	ataml 	klesliew 	batchish 	5♣xW-3 	-500 	6.78% 	Movie or Lin 	 
115 	2020-09-18 14:05 	zinki 	nazirk 	Maven5 	cliffw50 	5♥xS= 	-650 	2.97% 	Movie or Lin 	 
116 	2020-09-18 14:05 	mark garel 	Gail Model 	tslamt 	bxv 	5♥xS= 	-650 	2.97% 	Movie or Lin 	 
117 	2020-09-18 14:05 	ojtan 	loberman 	Rudiemac 	Burke8 	6♥S= 	-980 	1.27% 	Movie or Lin 	 
118 	2020-09-18 14:07 	ghb1049 	madly45 	miss al 	momwals 	6♥S= 	-980 	1.27% 	Movie or Lin 	 
119 	2020-09-18 14:05 	cnathan 	marc_n 	Harvar5d 	mawmaw2013 	5♦xE-7 	-1700 	0.00% 	Movie or Lin 	 
Click here to return to the previous page
© 2018-2020 Bridge Base On Line LLC • About • Privacy • Rules • Terms and Conditions • Advertise • Support • Robot Convention Card
