

    Vugraph Schedule
    Hand Records
    BBO Points
    BB$

Logged in as elogg LogoutClick here to return to the previous page
Traveller 25033-1600376400-88933598 played by elogg 	 
Nº 	Time 	North 	South 	East 	West 	Result 	NS Points 	Score 	Movie 	 
74 	2020-09-17 14:35 	121442 	Adele46 	gudenuf 	erzsi99 	4♠N+1 	450 	54.17% 	Movie or Lin 	 
75 	2020-09-17 14:37 	Joephill 	ELIZKROS 	miskellj 	jgovreau 	4♠S+1 	450 	54.17% 	Movie or Lin 	 
76 	2020-09-17 14:36 	tedperk 	315Bridge 	anil805 	flower805 	4♠N+1 	450 	54.17% 	Movie or Lin 	 
77 	2020-09-17 14:37 	RMF1939 	champ10 	Daisy155 	Trisport 	3NN+1 	430 	39.39% 	Movie or Lin 	 
78 	2020-09-17 14:37 	ghb1049 	levih 	Maurice 	Galaxy37 	3NN+1 	430 	39.39% 	Movie or Lin 	 
79 	2020-09-17 14:38 	yolandac 	shotzy7 	alex2511 	Parish8836 	3NN+1 	430 	39.39% 	Movie or Lin 	 
80 	2020-09-17 14:36 	e_alex_ 	judean 	agfolkman 	sooy 	3NS+1 	430 	39.39% 	Movie or Lin 	 
81 	2020-09-17 14:39 	plantlady2 	nifty msk 	guymath 	peeper guy 	3NN+1 	430 	39.39% 	Movie or Lin 	 
82 	2020-09-17 14:39 	Kac1 	pninah 	mandril 	kosticevaa 	3NN+1 	430 	39.39% 	Movie or Lin 	 
83 	2020-09-17 14:35 	mindyjogo 	harpy1944 	okvince 	lnitabach 	3NS+1 	430 	39.39% 	Movie or Lin 	 
84 	2020-09-17 14:35 	labayou 	metrygirl 	41115 	tnfarmer4 	3NN+1 	430 	39.39% 	Movie or Lin 	 
85 	2020-09-17 14:37 	ajax01 	jes33033 	lindyjoan 	plate8 	3NN+1 	430 	39.39% 	Movie or Lin 	 
86 	2020-09-17 14:36 	sil4 	megleren 	Jeantennis 	pattigolf 	4♠N= 	420 	26.52% 	Movie or Lin 	 
87 	2020-09-17 14:36 	shirleya24 	ceacer 	ninatas 	dano44 	4♠N= 	420 	26.52% 	Movie or Lin 	 
88 	2020-09-17 14:38 	flockam 	rgbodis 	delsouljc 	drewme 	4♠N= 	420 	26.52% 	Movie or Lin 	 
89 	2020-09-17 14:36 	rachew 	mak11568 	sonja721 	blachowski 	4♠N= 	420 	26.52% 	Movie or Lin 	 
90 	2020-09-17 14:38 	belle jour 	zapoly 	ddlion 	priyank4 	4♠S= 	420 	26.52% 	Movie or Lin 	 
91 	2020-09-17 14:36 	elyseb 	Srogol417 	brblol 	ardeno 	4♠N= 	420 	26.52% 	Movie or Lin 	 
92 	2020-09-17 14:36 	nan9586 	monapk 	pill43 	Bijou5 	4♠N= 	420 	26.52% 	Movie or Lin 	 
93 	2020-09-17 14:36 	carolkes 	June1915 	powerpoint 	nomyzs 	4♠N= 	420 	26.52% 	Movie or Lin 	 
94 	2020-09-17 14:38 	hanover194 	skokiegirl 	NanRaye 	gc0417 	4♠N= 	420 	26.52% 	Movie or Lin 	 
95 	2020-09-17 14:36 	ernabailey 	rakmup 	ellenanten 	Caveman111 	4♠N= 	420 	26.52% 	Movie or Lin 	 
96 	2020-09-17 14:36 	amber_rain 	us555 	bibilaura 	MAGU 2 	4♠N= 	420 	26.52% 	Movie or Lin 	 
97 	2020-09-17 14:39 	Dq7431 	Bjthom931 	clark5 	NolanMom 	4♠S= 	420 	26.52% 	Movie or Lin 	 
98 	2020-09-17 14:39 	wonton 	lgsett 	Susan SG 	gallahtn 	4♠N= 	420 	26.52% 	Movie or Lin 	 
99 	2020-09-17 14:39 	johnrmelis 	kenya16 	mrslaps 	esgkc 	4♥N= 	420 	26.52% 	Movie or Lin 	 
100 	2020-09-17 14:37 	spot card 	dckelley 	yayaby 	iredouble 	4♠N= 	420 	26.52% 	Movie or Lin 	 
101 	2020-09-17 14:37 	shodes1225 	bama1946 	b kaya 	suzye 	4♠N= 	420 	26.52% 	Movie or Lin 	 
102 	2020-09-17 14:39 	jbhunter54 	ajkajk 	Muan03UCSD 	Sun Rex 	4♠N= 	420 	26.52% 	Movie or Lin 	 
103 	2020-09-17 14:41 	csgreen1 	lgreenhous 	eagles123 	dellabuckl 	4♠N= 	420 	26.52% 	Movie or Lin 	 
104 	2020-09-17 14:37 	lana4 	norat101 	CathyAnn 	syedaijaz 	4♠N= 	420 	26.52% 	Movie or Lin 	 
105 	2020-09-17 14:37 	any blue 	TonyTV1 	nazirk 	zinki 	4♠N= 	420 	26.52% 	Movie or Lin 	 
106 	2020-09-17 14:37 	CSMCNOR 	jmunz 	knovicoff 	bbuch41 	4♠N= 	420 	26.52% 	Movie or Lin 	 
107 	2020-09-17 14:37 	Connie1024 	perch3 	GDBraiser 	puppy3643 	4♠N= 	420 	26.52% 	Movie or Lin 	 
108 	2020-09-17 14:35 	kittydee 	jogle 	dgrabel 	njforever 	4♠N= 	420 	26.52% 	Movie or Lin 	 
109 	2020-09-17 14:35 	purnimasha 	vkshah1941 	Fairway22 	alexpapa 	4♠S= 	420 	26.52% 	Movie or Lin 	 
110 	2020-09-17 14:36 	katapulta 	Gabzp 	joots 	faydugas 	4♠N= 	420 	26.52% 	Movie or Lin 	 
111 	2020-09-17 14:36 	sweber1223 	Rikke S 	Pam L 	TToes 	3NN= 	400 	16.29% 	Movie or Lin 	 
112 	2020-09-17 14:38 	georgy bro 	PatsySS 	janeccrn 	paulkh 	3NN= 	400 	16.29% 	Movie or Lin 	 
113 	2020-09-17 14:37 	susan0 	gordogreen 	jpsdo 	Kangahiker 	2♠N+3 	200 	15.15% 	Movie or Lin 	 
114 	2020-09-17 14:38 	patmcelhin 	tonioviatt 	bbbarb43 	Maggie444 	3♠N+1 	170 	14.02% 	Movie or Lin 	 
115 	2020-09-17 14:36 	JudeBoard 	morganford 	rrlass 	ZITS 	3♠S+1 	170 	14.02% 	Movie or Lin 	 
116 	2020-09-17 14:36 	smm20 	grandall 	marcia24 	atarte 	4♠N-1 	-50 	9.09% 	Movie or Lin 	 
117 	2020-09-17 14:38 	banewman 	prfelsner 	laser12 	Redlipstic 	6♠N-1 	-50 	9.09% 	Movie or Lin 	 
118 	2020-09-17 14:38 	maryb4921 	elaine1624 	robbieshan 	texasjudy1 	5♠N-1 	-50 	9.09% 	Movie or Lin 	 
119 	2020-09-17 14:38 	fernie47 	susehrl 	chy5200 	seadogfla 	6♠N-1 	-50 	9.09% 	Movie or Lin 	 
120 	2020-09-17 14:38 	Enzobindo 	Brbeg123 	diana lynn 	jondrobuli 	4♠S-1 	-50 	9.09% 	Movie or Lin 	 
121 	2020-09-17 14:39 	Mary-Lou 	pranlet 	bruss2 	loritap 	4♥S-1 	-50 	9.09% 	Movie or Lin 	 
122 	2020-09-17 14:37 	Sallyflan 	AdrianFig 	lovu62 	Gracecha 	4♠N-1 	-50 	9.09% 	Movie or Lin 	 
123 	2020-09-17 14:37 	h kopan 	pinebluff 	tennhill 	vivskm 	6♠N-1 	-50 	9.09% 	Movie or Lin 	 
124 	2020-09-17 14:37 	margisell 	bertsure4 	pvkhol 	peristy 	6♠N-1 	-50 	9.09% 	Movie or Lin 	 
125 	2020-09-17 14:37 	jojo1112 	jomur1 	sammaitar 	shyamalend 	4♥N-1 	-50 	9.09% 	Movie or Lin 	 
126 	2020-09-17 14:35 	mrobichek 	elogg 	nak410s 	bmayer09 	6♠N-1 	-50 	9.09% 	Movie or Lin 	 
127 	2020-09-17 14:36 	Mistee 	trumpface 	bree leant 	teddymaid 	5♥N-2 	-100 	3.79% 	Movie or Lin 	 
128 	2020-09-17 14:37 	sv21 	pierchat31 	martylrob 	DMR1 	6♠N-2 	-100 	3.79% 	Movie or Lin 	 
129 	2020-09-17 14:37 	luckysue 	jlwins 	BFG 	realhome 	6♠N-2 	-100 	3.79% 	Movie or Lin 	 
130 	2020-09-17 14:39 	douglasgma 	jill777 	wct1313 	BlairGlen 	6♠N-3 	-150 	2.27% 	Movie or Lin 	 
131 	2020-09-17 14:36 	gsada 	tvdinner 	HeleneG11 	n74tg 	6♥S-4 	-200 	1.52% 	Movie or Lin 	 
132 	2020-09-17 14:37 	ganga 	skipinlake 	padamle 	hobpro 	6♠xN-2 	-300 	0.38% 	Movie or Lin 	 
133 	2020-09-17 14:40 	Ladygirl 	dobbinaz 	rudiemac 	pagetcourt 	6♥xN-2 	-300 	0.38% 	Movie or Lin 	 
Click here to return to the previous page
© 2018-2020 Bridge Base On Line LLC • About • Privacy • Rules • Terms and Conditions • Advertise • Support • Robot Convention Card
