

    Vugraph Schedule
    Hand Records
    BBO Points
    BB$

Logged in as elogg LogoutClick here to return to the previous page
Traveller 25033-1600376400-88933594 played by elogg 	 
Nº 	Time 	North 	South 	East 	West 	Result 	NS Points 	Score 	Movie 	 
87 	2020-09-17 14:19 	ringroad_ 	Landasc 	NanRaye 	gc0417 	2♥E= 	-110 	34.47% 	Movie or Lin 	 
88 	2020-09-17 14:17 	trumpmaven 	wubbe2 	miskellj 	jgovreau 	2♥E= 	-110 	34.47% 	Movie or Lin 	 
89 	2020-09-17 14:17 	smm20 	grandall 	sonja721 	blachowski 	2♣W+1 	-110 	34.47% 	Movie or Lin 	 
90 	2020-09-17 14:18 	faykarl 	sabz 	doc k 	Kailey 	2♥E= 	-110 	34.47% 	Movie or Lin 	 
91 	2020-09-17 14:18 	johnrmelis 	kenya16 	Macsky1 	richa 	2♥E= 	-110 	34.47% 	Movie or Lin 	 
92 	2020-09-17 14:18 	tiji 	asb10 	Ashmore 	Kritter2 	2♣W+1 	-110 	34.47% 	Movie or Lin 	 
93 	2020-09-17 14:21 	Heidibam1 	ehy 	herbob 	youngsdj 	2♥E= 	-110 	34.47% 	Movie or Lin 	 
94 	2020-09-17 14:18 	elan5 	BocaBarbar 	bbbarb43 	Maggie444 	2♥E= 	-110 	34.47% 	Movie or Lin 	 
95 	2020-09-17 14:17 	kobenz 	sarahtwh 	dgrabel 	njforever 	1NW+1 	-120 	28.41% 	Movie or Lin 	 
96 	2020-09-17 14:17 	herbertbeh 	pepper1111 	b-stick 	expo4 	1NW+1 	-120 	28.41% 	Movie or Lin 	 
97 	2020-09-17 14:18 	wonton 	lgsett 	tasha5 	irishg 	2♥E+1 	-140 	23.86% 	Movie or Lin 	 
98 	2020-09-17 14:19 	pikaluck 	kawauso 	alex63 	niksu 	2♥W+1 	-140 	23.86% 	Movie or Lin 	 
99 	2020-09-17 14:18 	NellBB 	thankup123 	diana lynn 	jondrobuli 	2♥E+1 	-140 	23.86% 	Movie or Lin 	 
100 	2020-09-17 14:19 	maryb4921 	elaine1624 	martin dav 	abudiran 	2♥W+1 	-140 	23.86% 	Movie or Lin 	 
101 	2020-09-17 14:19 	patmcelhin 	tonioviatt 	giulib 	jarsstep 	2♥E+1 	-140 	23.86% 	Movie or Lin 	 
102 	2020-09-17 14:17 	jillie730 	jack2211 	clyphy 	davidshea5 	2♥W+1 	-140 	23.86% 	Movie or Lin 	 
103 	2020-09-17 14:17 	hile 	normw 	janeccrn 	paulkh 	2♥E+1 	-140 	23.86% 	Movie or Lin 	 
104 	2020-09-17 14:18 	Dq7431 	Bjthom931 	sheilakrip 	mafat5 	2♥E+1 	-140 	23.86% 	Movie or Lin 	 
105 	2020-09-17 14:18 	hanover194 	skokiegirl 	sammaitar 	shyamalend 	2♥E+1 	-140 	23.86% 	Movie or Lin 	 
106 	2020-09-17 14:18 	phil 	karenemcd 	Judy6 	schmoo 	2♥E+1 	-140 	23.86% 	Movie or Lin 	 
107 	2020-09-17 14:18 	lenbev 	joaniejfk 	brblol 	ardeno 	1♥W+3 	-170 	19.32% 	Movie or Lin 	 
108 	2020-09-17 14:18 	kittydee 	jogle 	GDBraiser 	puppy3643 	2♥E+2 	-170 	19.32% 	Movie or Lin 	 
109 	2020-09-17 14:18 	karenfrank 	escho 	CathyAnn 	syedaijaz 	2♠N-2 	-200 	12.88% 	Movie or Lin 	 
110 	2020-09-17 14:18 	carolkes 	June1915 	kdeutch 	ShriJ 	2♠N-2 	-200 	12.88% 	Movie or Lin 	 
111 	2020-09-17 14:18 	joynbridge 	johnpw 	gudenuf 	erzsi99 	2♠S-2 	-200 	12.88% 	Movie or Lin 	 
112 	2020-09-17 14:19 	sinica23 	allisonfr 	41115 	tnfarmer4 	2♠N-2 	-200 	12.88% 	Movie or Lin 	 
113 	2020-09-17 14:19 	any blue 	TonyTV1 	mszorro 	Katrink11 	1♦N-2 	-200 	12.88% 	Movie or Lin 	 
114 	2020-09-17 14:19 	camura 	jan0107 	gravescs 	graveswg 	3♠S-2 	-200 	12.88% 	Movie or Lin 	 
115 	2020-09-17 14:19 	susan0 	gordogreen 	bibilaura 	MAGU 2 	1♠N-2 	-200 	12.88% 	Movie or Lin 	 
116 	2020-09-17 14:19 	katapulta 	Gabzp 	frankf1 	Ashokw 	1NS-2 	-200 	12.88% 	Movie or Lin 	 
117 	2020-09-17 14:19 	shirleya24 	ceacer 	knovicoff 	bbuch41 	2♠N-2 	-200 	12.88% 	Movie or Lin 	 
118 	2020-09-17 14:19 	lindapie 	hazels3 	eagles123 	dellabuckl 	1♠xN-1 	-200 	12.88% 	Movie or Lin 	 
119 	2020-09-17 14:19 	douglasgma 	jill777 	ninatas 	dano44 	2♠N-2 	-200 	12.88% 	Movie or Lin 	 
120 	2020-09-17 14:20 	loveable 	swak70 	agfolkman 	sooy 	1NN-2 	-200 	12.88% 	Movie or Lin 	 
121 	2020-09-17 14:20 	csgreen1 	lgreenhous 	dickweth2 	vance272 	2♠N-2 	-200 	12.88% 	Movie or Lin 	 
122 	2020-09-17 14:20 	e_alex_ 	judean 	dottiereid 	BobBauman1 	3♠S-2 	-200 	12.88% 	Movie or Lin 	 
123 	2020-09-17 14:18 	gbgreyfox 	drreb 	twilson28 	mrkopan 	3♠N-2 	-200 	12.88% 	Movie or Lin 	 
124 	2020-09-17 14:19 	maidl 	tom45 	E11 	laurgreen 	2♠N-3 	-300 	3.79% 	Movie or Lin 	 
125 	2020-09-17 14:19 	3holen 	a26foley 	anil805 	flower805 	2♠N-3 	-300 	3.79% 	Movie or Lin 	 
126 	2020-09-17 14:17 	elyseb 	Srogol417 	hagster64 	rovill 	2♠N-3 	-300 	3.79% 	Movie or Lin 	 
127 	2020-09-17 14:18 	Ladygirl 	dobbinaz 	Arlene Gre 	PatBerg 	2♠S-3 	-300 	3.79% 	Movie or Lin 	 
128 	2020-09-17 14:18 	gsada 	tvdinner 	bree leant 	teddymaid 	1♠N-3 	-300 	3.79% 	Movie or Lin 	 
129 	2020-09-17 14:20 	Mistee 	trumpface 	Susan SG 	gallahtn 	3♠S-3 	-300 	3.79% 	Movie or Lin 	 
130 	2020-09-17 14:20 	banewman 	prfelsner 	brisi153 	ddyan 	3♠S-3 	-300 	3.79% 	Movie or Lin 	 
131 	2020-09-17 14:21 	bobade 	tadelman 	anncal 	bxv 	2♠N-3 	-300 	3.79% 	Movie or Lin 	 
132 	2020-09-17 14:18 	ceeski3 	jujuf1 	CPAMAN 	Stoney3030 	2♠N-3 	-300 	3.79% 	Movie or Lin 	 
133 	2020-09-17 14:20 	purnimasha 	vkshah1941 	lvgopher 	lvrandy 	4♠S-5 	-500 	0.00% 	Movie or Lin 	 
Click here to return to the previous page 
