

    Vugraph Schedule
    Hand Records
    BBO Points
    BB$

Logged in as elogg LogoutClick here to return to the previous page
Traveller 4669-1596574800-5246765 played by elogg 	 
Nº 	Time 	North 	South 	East 	West 	Result 	EW Points 	Score 	Movie 	 
83 	2020-08-04 14:25 	SelfGovern 	mirwal 	mpeach4 	auntalicef 	3♥E-1 	-50 	38.31% 	Movie or Lin 	 
84 	2020-08-04 14:23 	kate nwk 	kc2ny 	bobkoonsjr 	BHMBLUE 	3♦E-1 	-50 	38.31% 	Movie or Lin 	 
85 	2020-08-04 14:26 	card_count 	paulkh 	pama5 	plantlady2 	3♥E-1 	-50 	38.31% 	Movie or Lin 	 
86 	2020-08-04 14:23 	Mickeyb1 	LuckyC1544 	ghb1049 	levih 	3♦E-1 	-50 	38.31% 	Movie or Lin 	 
87 	2020-08-04 14:23 	pgfdotnet 	Sascha496 	HARLEYEL 	juliana108 	3♥E-1 	-50 	38.31% 	Movie or Lin 	 
88 	2020-08-04 14:22 	erciyes123 	Sybug 	toma9 	venetian 	3NW-1 	-50 	38.31% 	Movie or Lin 	 
89 	2020-08-04 14:23 	dickfu 	trojandonk 	PLSAL 	hawkca 	3NW-1 	-50 	38.31% 	Movie or Lin 	 
90 	2020-08-04 14:23 	Quietmike 	mafat5 	GPWJ 	rovill 	3♥E-1 	-50 	38.31% 	Movie or Lin 	 
91 	2020-08-04 14:22 	GDBraiser 	puppy3643 	mevenson 	themogwah 	3♥E-1 	-50 	38.31% 	Movie or Lin 	 
92 	2020-08-04 14:23 	craftyfox 	joanneyane 	rgbodis 	flockam 	4♥E-1 	-50 	38.31% 	Movie or Lin 	 
93 	2020-08-04 14:22 	kelstrom 	bobbos 	phylmor 	MMMor 	3NW-1 	-50 	38.31% 	Movie or Lin 	 
94 	2020-08-04 14:22 	avc46 	tciconte 	Francie51 	tma1 	3♥E-1 	-50 	38.31% 	Movie or Lin 	 
95 	2020-08-04 14:23 	Lilabet 	Brazeau 	ilane 	milevaj 	4♥E-1 	-50 	38.31% 	Movie or Lin 	 
96 	2020-08-04 14:24 	cjmfla 	salemst 	merrily 	barista2 	3♦E-1 	-50 	38.31% 	Movie or Lin 	 
97 	2020-08-04 14:22 	ikespr 	gator68 	heipenyang 	chiyoungku 	3NW-1 	-50 	38.31% 	Movie or Lin 	 
98 	2020-08-04 14:22 	jclar 	chdrew 	kwbridge 	headlv 	4♥E-1 	-50 	38.31% 	Movie or Lin 	 
99 	2020-08-04 14:22 	Galaxy37 	jill777 	charhar910 	ALBIEE 	3♥E-1 	-50 	38.31% 	Movie or Lin 	 
100 	2020-08-04 14:22 	euseless 	witzi319 	Joephill 	ELIZKROS 	4♥E-1 	-50 	38.31% 	Movie or Lin 	 
101 	2020-08-04 14:22 	roydenia 	ninari 	speaknfnow 	margisell 	3♥E-1 	-50 	38.31% 	Movie or Lin 	 
102 	2020-08-04 14:24 	ralphiii 	ghintze 	kimb123 	carolrit 	4♥E-1 	-50 	38.31% 	Movie or Lin 	 
103 	2020-08-04 14:21 	BettiBoops 	ginfuller 	Heat2204 	button6030 	3NE-1 	-50 	38.31% 	Movie or Lin 	 
104 	2020-08-04 14:20 	rohorap 	832lehigh 	moisheh 	Lulu550 	3♥E-1 	-50 	38.31% 	Movie or Lin 	 
105 	2020-08-04 14:24 	Paul_Sitz 	BSheldon 	Sandfall 	JoDiva 	3♥E-1 	-50 	38.31% 	Movie or Lin 	 
106 	2020-08-04 14:24 	sabz 	Jeff Fran 	New126 	barby 	3♥E-1 	-50 	38.31% 	Movie or Lin 	 
107 	2020-08-04 14:22 	equipment 	wise123 	mozer 	berke97 	3♦W-1 	-50 	38.31% 	Movie or Lin 	 
108 	2020-08-04 14:22 	alexpapa 	Fairway22 	stuart777 	nhcards 	3NW-1 	-50 	38.31% 	Movie or Lin 	 
109 	2020-08-04 14:21 	rakkss 	hilton1 	ekim123 	nifty msk 	3♥E-1 	-50 	38.31% 	Movie or Lin 	 
110 	2020-08-04 14:25 	CathyAnn 	syedaijaz 	posha10 	E11 	4♦W-1 	-50 	38.31% 	Movie or Lin 	 
111 	2020-08-04 14:23 	bridge1058 	bonnizb11 	121442 	Adele46 	4♥E-1 	-50 	38.31% 	Movie or Lin 	 
112 	2020-08-04 14:25 	goph 	AZCJW 	Portugal42 	jancharles 	4♥E-2 	-100 	22.08% 	Movie or Lin 	 
113 	2020-08-04 14:23 	Jeanne L 	Allan0620 	marshap 	lake456 	5♦E-2 	-100 	22.08% 	Movie or Lin 	 
114 	2020-08-04 14:23 	lprieston4 	jimw74111 	drbubba 	kath1945 	3♥E-2 	-100 	22.08% 	Movie or Lin 	 
115 	2020-08-04 14:25 	sap616 	philbob336 	hdomnitz 	sdblock 	3♥E-2 	-100 	22.08% 	Movie or Lin 	 
116 	2020-08-04 14:22 	skinkopf 	jkirkpat44 	rickrock 	Flying8 	4♥E-2 	-100 	22.08% 	Movie or Lin 	 
117 	2020-08-04 14:23 	giulia03 	1feeling 	lvb19557 	dumblon09 	4♥E-2 	-100 	22.08% 	Movie or Lin 	 
118 	2020-08-04 14:23 	nan_cb_2 	aam135 	Wingsfree1 	sue_dip 	4♥E-2 	-100 	22.08% 	Movie or Lin 	 
119 	2020-08-04 14:22 	roman01 	Chatter1 	Pascal1946 	pez1948 	3♥E-2 	-100 	22.08% 	Movie or Lin 	 
120 	2020-08-04 14:26 	johnb41 	texascam 	Archiegirl 	randall217 	4♥E-2 	-100 	22.08% 	Movie or Lin 	 
121 	2020-08-04 14:22 	YESK 	Wild__West 	billheid 	dolph924 	3♦E-2 	-100 	22.08% 	Movie or Lin 	 
122 	2020-08-04 14:23 	Silverlora 	lawgal 	gsada 	Ted Egner 	4♥E-2 	-100 	22.08% 	Movie or Lin 	 
123 	2020-08-04 14:24 	4445 	nkl1234 	jacobop 	paty i 	4♥E-2 	-100 	22.08% 	Movie or Lin 	 
124 	2020-08-04 14:24 	lizzie223 	ladymd 	tacoma2011 	croz8 	2♥E-2 	-100 	22.08% 	Movie or Lin 	 
125 	2020-08-04 14:20 	Cantpass54 	Mad_mel 	maggiva1 	hazzi1 	4♥E-2 	-100 	22.08% 	Movie or Lin 	 
126 	2020-08-04 14:22 	ksolarz 	krupke32 	cjv5773 	Puffdog 	4♦E-2 	-100 	22.08% 	Movie or Lin 	 
127 	2020-08-04 14:22 	NeoGold 	geraldb 	drklink418 	macon2004 	4♦E-2 	-100 	22.08% 	Movie or Lin 	 
128 	2020-08-04 14:21 	Rikke S 	houpeiwei 	Kac1 	nomyzs 	4♥E-2 	-100 	22.08% 	Movie or Lin 	 
129 	2020-08-04 14:21 	tengal47 	sherlock51 	bertsure4 	drewme 	4♦E-2 	-100 	22.08% 	Movie or Lin 	 
130 	2020-08-04 14:21 	barbarad93 	dottiereid 	suds8402 	lrue 	4♥E-2 	-100 	22.08% 	Movie or Lin 	 
131 	2020-08-04 14:21 	delevin 	margylevin 	jsh80 	APO42 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
132 	2020-08-04 14:23 	oxibral 	negso01 	fishfirst1 	leeeward 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
133 	2020-08-04 14:23 	hanley48 	RNAIRN 	sister37 	widget79 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
134 	2020-08-04 14:21 	snowmore 	pjstein 	liana1039 	alekos 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
135 	2020-08-04 14:23 	tweety10 	P Marie 	gloria 	locuschat 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
136 	2020-08-04 14:22 	mkg100 	Jdd 	bruceferg 	shirleyfit 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
137 	2020-08-04 14:22 	pill43 	Bijou5 	idmic 	LLE_ 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
138 	2020-08-04 14:22 	oldmantom 	lonedar 	lenofe 	panza3 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
139 	2020-08-04 14:22 	bb2041 	artconn 	mcdrake99 	ehat 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
140 	2020-08-04 14:24 	gloriamend 	sofiapered 	lizj132000 	skyleigh 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
141 	2020-08-04 14:22 	Chuck y 	MGir 	mikeyb 	lujack 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
142 	2020-08-04 14:22 	mjts 	misstral 	amy4be 	paulin21 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
143 	2020-08-04 14:24 	wayneto 	hawaiikai 	bbbarb43 	ladyhigh 	3♣S= 	-110 	9.09% 	Movie or Lin 	 
144 	2020-08-04 14:24 	ninatas 	dano44 	Reddy4fred 	annareddog 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
145 	2020-08-04 14:24 	rafmsw19 	Virginia83 	Pam L 	TToes 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
146 	2020-08-04 14:21 	morriswi01 	marybray 	pmarty 	mickie 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
147 	2020-08-04 14:24 	RFrank1939 	mfrank1939 	Johnnyvjr1 	msonneborn 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
148 	2020-08-04 14:23 	sharonh 	hawk49 	issab60 	sweetzer 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
149 	2020-08-04 14:24 	elarson 	John2500 	mortcase 	gracewood 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
150 	2020-08-04 14:21 	carolannh 	AZLYNN 	bid better 	brianxliu8 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
151 	2020-08-04 14:22 	the domer 	ggetz 	2celik1 	isinci 	2♠N= 	-110 	9.09% 	Movie or Lin 	 
152 	2020-08-04 14:25 	Designsony 	ambros 	geekswife 	mallison55 	4♥E-3 	-150 	1.30% 	Movie or Lin 	 
153 	2020-08-04 14:21 	an1and 	sn11eh 	BonitaLou 	mokam 	4♥E-3 	-150 	1.30% 	Movie or Lin 	 
154 	2020-08-04 14:22 	sherry1446 	nc4me 	Binnybridg 	tslamt 	4♥E-3 	-150 	1.30% 	Movie or Lin 	 
155 	2020-08-04 14:22 	aloon 	oxdrifter 	ARPinto 	carlota24 	2♠xN= 	-670 	0.00% 	Movie or Lin 	 
Click here to return to the previous page
© 2018-2020 Bridge Base On Line LLC • About • Privacy • Rules • Terms and Conditions • Advertise • Support • Robot Convention Card
