

    Vugraph Schedule
    Hand Records
    BBO Points
    BB$

Logged in as elogg LogoutClick here to return to the previous page
Traveller 16776-1600290000-86987586 played by elogg 	 
Nº 	Time 	North 	South 	East 	West 	Result 	EW Points 	Score 	Movie 	 
86 	2020-09-16 14:04 	yosapoz 	RWdeL 	reerenee 	lilerner3 	4♠E-1 	-50 	31.43% 	Movie or Lin 	 
87 	2020-09-16 14:04 	sazpa 	campgrandm 	GDBraiser 	puppy3643 	4♠E-1 	-50 	31.43% 	Movie or Lin 	 
88 	2020-09-16 14:05 	theben 	smakkebo 	dearie11 	rayerayej 	4♠E-1 	-50 	31.43% 	Movie or Lin 	 
89 	2020-09-16 14:04 	Roo1 	shelleya12 	ilc123 	sjforeman 	3♦W-1 	-50 	31.43% 	Movie or Lin 	 
90 	2020-09-16 14:05 	irishg 	Ever_Next 	alexa209 	rjstreet 	4♦W-1 	-50 	31.43% 	Movie or Lin 	 
91 	2020-09-16 14:04 	Jeantennis 	pattigolf 	ccoffi1 	ShriJ 	2♠E-1 	-50 	31.43% 	Movie or Lin 	 
92 	2020-09-16 14:04 	martyFuchs 	brunsvob 	jeff1088 	jophee 	3♠E-1 	-50 	31.43% 	Movie or Lin 	 
93 	2020-09-16 14:06 	Mikeyb 	lujack 	phil505 	drdavearm1 	4♠E-1 	-50 	31.43% 	Movie or Lin 	 
94 	2020-09-16 14:04 	41115 	tnfarmer4 	studhilo 	ifyuknewme 	3♠W-1 	-50 	31.43% 	Movie or Lin 	 
95 	2020-09-16 14:03 	ehudy 	nifty msk 	jm18 	sasataw 	3♦W-1 	-50 	31.43% 	Movie or Lin 	 
96 	2020-09-16 14:04 	blk44 	brenda_m 	Mary-Lou 	dee65 	3♠E-1 	-50 	31.43% 	Movie or Lin 	 
97 	2020-09-16 14:06 	gid 	1kere 	zapallar 	jpvaldes 	4♠E-1 	-50 	31.43% 	Movie or Lin 	 
98 	2020-09-16 14:07 	joycehendy 	ozzie2 	Lynnl1234 	Sister4 	3♦W-1 	-50 	31.43% 	Movie or Lin 	 
99 	2020-09-16 14:04 	DJjazzyJ 	prlgrl 	arrondee 	jananddon 	3♦W-1 	-50 	31.43% 	Movie or Lin 	 
100 	2020-09-16 14:05 	avit 	lil 30 	oktaygecit 	ojkusc 	3NE-1 	-50 	31.43% 	Movie or Lin 	 
101 	2020-09-16 14:04 	lvb19557 	dumblon09 	mrobichek 	elogg 	4♠E-1 	-50 	31.43% 	Movie or Lin 	 
102 	2020-09-16 14:05 	opiaustin 	lynne448 	conevrz 	skipinlake 	3♠W-1 	-50 	31.43% 	Movie or Lin 	 
103 	2020-09-16 14:04 	bcwoodruff 	lfwoodruff 	student135 	crestone 	3NE-1 	-50 	31.43% 	Movie or Lin 	 
104 	2020-09-16 14:04 	mayyou 	12481632 	gregorjack 	pottsluck 	4♠E-1 	-50 	31.43% 	Movie or Lin 	 
105 	2020-09-16 14:04 	acraftyrn 	supply 	fizik41 	archin3531 	4♠E-1 	-50 	31.43% 	Movie or Lin 	 
106 	2020-09-16 14:04 	Flag5819 	Air1 	Jill Rande 	topgn 	3♦W-1 	-50 	31.43% 	Movie or Lin 	 
107 	2020-09-16 14:04 	chevy12 	otto 	Ellenlberk 	kevnmax 	2♠W-1 	-50 	31.43% 	Movie or Lin 	 
108 	2020-09-16 14:05 	karrolle 	gudenuf 	Mistee 	trumpface 	4♠E-1 	-50 	31.43% 	Movie or Lin 	 
109 	2020-09-16 14:04 	ghb1049 	pjnurse 	atilla60 	mikolovesb 	2♠W-1 	-50 	31.43% 	Movie or Lin 	 
110 	2020-09-16 14:04 	lv8 	kater84 	catkoklc 	nelson5107 	3♦W-2 	-100 	18.21% 	Movie or Lin 	 
111 	2020-09-16 14:04 	man935 	edwinb 	NanRaye 	gc0417 	3♦W-2 	-100 	18.21% 	Movie or Lin 	 
112 	2020-09-16 14:04 	daledavid 	jillie730 	marit55 	steiped 	4♦W-2 	-100 	18.21% 	Movie or Lin 	 
113 	2020-09-16 14:04 	dowder 	chapalalou 	alice 501 	kmartin79 	3NE-2 	-100 	18.21% 	Movie or Lin 	 
114 	2020-09-16 14:06 	giulia03 	1feeling 	ziggy81 	jjjcc 	4♦xW-1 	-100 	18.21% 	Movie or Lin 	 
115 	2020-09-16 14:03 	JJ7789 	acsbb 	br0malu6 	jlclark 	5♦W-2 	-100 	18.21% 	Movie or Lin 	 
116 	2020-09-16 14:04 	susucamp 	karo1025 	gvrjon 	norat101 	4♦W-2 	-100 	18.21% 	Movie or Lin 	 
117 	2020-09-16 14:04 	diane_tn 	normw 	rovill 	BEJOHNSON 	3♠E-2 	-100 	18.21% 	Movie or Lin 	 
118 	2020-09-16 14:04 	bbbarb43 	Maggie444 	brolin 	ceciliabid 	3♦W-2 	-100 	18.21% 	Movie or Lin 	 
119 	2020-09-16 14:05 	onthegeaux 	dctmcd1 	challer 	emily903 	4♠xE-1 	-100 	18.21% 	Movie or Lin 	 
120 	2020-09-16 14:05 	olsoys 	trampe123 	lmw47 	Chaswhip3 	4♦xW-1 	-100 	18.21% 	Movie or Lin 	 
121 	2020-09-16 14:05 	camura 	sislu0101 	aga1 	ritajean 	4♦W-2 	-100 	18.21% 	Movie or Lin 	 
122 	2020-09-16 14:05 	czweig 	sb18 	sha1 	Eliran_a 	2♥S= 	-110 	12.50% 	Movie or Lin 	 
123 	2020-09-16 14:05 	Dobsond 	Dobberx 	drewme 	delsouljc 	2♥S= 	-110 	12.50% 	Movie or Lin 	 
124 	2020-09-16 14:03 	SML999 	kaye38 	marla3NT 	monyc1 	2♥S= 	-110 	12.50% 	Movie or Lin 	 
125 	2020-09-16 14:04 	ehaa41 	jawdoctor1 	PLMstrs 	jkzaricky 	2♥S= 	-110 	12.50% 	Movie or Lin 	 
126 	2020-09-16 14:05 	Defcon0 	lulu109 	Trudiwill 	marizone 	3♥S= 	-140 	9.29% 	Movie or Lin 	 
127 	2020-09-16 14:06 	eplato 	Kritter2 	kikafa40 	rebue 	2♥S+1 	-140 	9.29% 	Movie or Lin 	 
128 	2020-09-16 14:03 	sirichel 	rickytick 	Carolyn918 	mimi4ans 	3♥S= 	-140 	9.29% 	Movie or Lin 	 
129 	2020-09-16 14:04 	TyraMarie 	tanq_cowbo 	Nadineha 	davidmal 	3♥S= 	-140 	9.29% 	Movie or Lin 	 
130 	2020-09-16 14:04 	carol slam 	vmandell 	GMEIKLE 	dwebb345 	3♥S= 	-140 	9.29% 	Movie or Lin 	 
131 	2020-09-16 14:05 	redpony2 	dallas10 	spot card 	dckelley 	3♦W-3 	-150 	4.64% 	Movie or Lin 	 
132 	2020-09-16 14:05 	bennix 	igorliv 	docdad1 	susanakaz 	3♦W-3 	-150 	4.64% 	Movie or Lin 	 
133 	2020-09-16 14:04 	ksmoof 	Joltin44 	June1915 	carolkes 	4♦W-3 	-150 	4.64% 	Movie or Lin 	 
134 	2020-09-16 14:04 	265426 	dubose 	csb41145 	NDPei72 	3NE-3 	-150 	4.64% 	Movie or Lin 	 
135 	2020-09-16 14:04 	verna mae 	millilyn 	bxv 	girish53 	4♠E-3 	-150 	4.64% 	Movie or Lin 	 
136 	2020-09-16 14:05 	zebridge 	dwheels 	yoda1972 	jw8991 	4♠E-3 	-150 	4.64% 	Movie or Lin 	 
137 	2020-09-16 14:05 	bobade 	tadelman 	pfflyer 	smokeysue 	4♠E-3 	-150 	4.64% 	Movie or Lin 	 
138 	2020-09-16 14:04 	colterht 	coltergl 	liana1039 	alekos 	3NE-3 	-150 	4.64% 	Movie or Lin 	 
139 	2020-09-16 14:05 	katapulta 	bronco57 	CarolR117 	Inanwag 	4♦xW-2 	-300 	0.71% 	Movie or Lin 	 
140 	2020-09-16 14:04 	Rmathur 	neep 	catfoot 	sship 	4♦xW-2 	-300 	0.71% 	Movie or Lin 	 
141 	2020-09-16 14:05 	harmann8 	henrikg 	azlinda 	jg48 	2♦xW-2 	-300 	0.71% 	Movie or Lin 	 
Click here to return to the previous page
© 2018-2020 Bridge Base On Line LLC • About • Privacy • Rules • Terms and Conditions • Advertise • Support • Robot Convention Card
