

    Vugraph Schedule
    Hand Records
    BBO Points
    BB$

Logged in as elogg LogoutClick here to return to the previous page
Traveller 6384-1599253200-64344530 played by elogg 	 
Nº 	Time 	North 	South 	East 	West 	Result 	EW Points 	Score 	Movie 	 
80 	2020-09-04 14:48 	Arizona95 	elaine1624 	Rikke S 	JOAN144 	5♣E-4 	-200 	44.72% 	Movie or Lin 	 
81 	2020-09-04 14:51 	kbparrot 	mcn 	roweiss 	marshap 	4♥W-4 	-200 	44.72% 	Movie or Lin 	 
82 	2020-09-04 14:52 	eugene10 	CatLady3 	bozenpete 	mongol36 	3♠E-5 	-250 	42.61% 	Movie or Lin 	 
83 	2020-09-04 14:51 	J1Simmons 	F1Simmons 	sv21 	pierchat31 	5♥W-5 	-250 	42.61% 	Movie or Lin 	 
84 	2020-09-04 14:52 	Kac1 	zevek 	lblady1 	tasiusd 	5♣xE-2 	-300 	40.49% 	Movie or Lin 	 
85 	2020-09-04 14:52 	BayDilly43 	jwstprof 	bxv 	redbull 	5♣xW-2 	-300 	40.49% 	Movie or Lin 	 
86 	2020-09-04 14:52 	mickie 	muffin 	masoaltro 	zancudosw 	4♣xW-2 	-300 	40.49% 	Movie or Lin 	 
87 	2020-09-04 14:51 	NanRaye 	gc0417 	jsh80 	APO42 	2♥xW-2 	-300 	40.49% 	Movie or Lin 	 
88 	2020-09-04 14:54 	resbayes 	lindagu 	phylmor 	MMMor 	5♦S= 	-400 	35.56% 	Movie or Lin 	 
89 	2020-09-04 14:50 	BBP 	fireitup 	sap616 	philbob336 	3NS= 	-400 	35.56% 	Movie or Lin 	 
90 	2020-09-04 14:55 	lia1995 	nikosv 	tap 42 	adiek6858 	5♦S= 	-400 	35.56% 	Movie or Lin 	 
91 	2020-09-04 14:52 	Blueshoes2 	joots 	mgrayson78 	savbunny 	3NN= 	-400 	35.56% 	Movie or Lin 	 
92 	2020-09-04 14:52 	patriciap 	rickisue 	acsbb 	JJ7789 	5♦N= 	-400 	35.56% 	Movie or Lin 	 
93 	2020-09-04 14:52 	peeper guy 	guymath 	shove 	ssyc1938 	5♦S= 	-400 	35.56% 	Movie or Lin 	 
94 	2020-09-04 14:53 	CathyAnn 	mhood 	emilyseide 	sheleb 	5♦S= 	-400 	35.56% 	Movie or Lin 	 
95 	2020-09-04 14:51 	oppenheima 	roppenhe 	2holtdrive 	snowberry2 	5♦S= 	-400 	35.56% 	Movie or Lin 	 
96 	2020-09-04 14:49 	rick3son 	nave54 	jadedeye 	Indy Ali 	3NS= 	-400 	35.56% 	Movie or Lin 	 
97 	2020-09-04 14:53 	norat101 	gvrjon 	joycehendy 	wrOOster1 	3NS= 	-400 	35.56% 	Movie or Lin 	 
98 	2020-09-04 14:51 	njskag 	caught1 	hsafak 	skipinlake 	5♦S+1 	-420 	30.63% 	Movie or Lin 	 
99 	2020-09-04 14:50 	any blue 	TonyTV1 	kate nwk 	kc2ny 	5♦S+1 	-420 	30.63% 	Movie or Lin 	 
100 	2020-09-04 14:52 	esgkc 	bbuch41 	minshrrel 	JJ_ 	5♦S+1 	-420 	30.63% 	Movie or Lin 	 
101 	2020-09-04 14:53 	purnimasha 	vkshah1941 	ksolarz 	RNAIRN 	5♦S+1 	-420 	30.63% 	Movie or Lin 	 
102 	2020-09-04 14:49 	davefred 	rcm515 	Eta Beta 3 	reve_ 	3NS+1 	-430 	28.87% 	Movie or Lin 	 
103 	2020-09-04 14:50 	mortcase 	ewd18 	johnb41 	texascam 	2♦xN+3 	-480 	28.17% 	Movie or Lin 	 
104 	2020-09-04 14:52 	Doonag1 	woody5386 	mrglawyer 	jensay 	5♣xE-3 	-500 	27.11% 	Movie or Lin 	 
105 	2020-09-04 14:51 	mjobridge 	Laspangle 	FRANK2744 	churchwood 	5♣xE-3 	-500 	27.11% 	Movie or Lin 	 
106 	2020-09-04 14:50 	BridgKaron 	dgmgolf 	jangje 	oystein1 	4♦xS= 	-510 	25.70% 	Movie or Lin 	 
107 	2020-09-04 14:50 	pithagorus 	Virginia83 	suds8402 	lrue 	4♦xS= 	-510 	25.70% 	Movie or Lin 	 
108 	2020-09-04 14:50 	Mary-Lou 	hengevel 	b kaya 	suzye 	5♦xS= 	-550 	21.13% 	Movie or Lin 	 
109 	2020-09-04 14:51 	greyrabbit 	jalansetia 	opiaustin 	tita955 	5♦xS= 	-550 	21.13% 	Movie or Lin 	 
110 	2020-09-04 14:52 	gizmo1211 	rakkss 	mizmeck 	shaji 	5♦xS= 	-550 	21.13% 	Movie or Lin 	 
111 	2020-09-04 14:50 	ekweis 	horsemill 	mzeller 	azzie61 	5♦xS= 	-550 	21.13% 	Movie or Lin 	 
112 	2020-09-04 14:50 	ButtonsMom 	missycat 	dobbinaz 	Ladygirl 	5♦xS= 	-550 	21.13% 	Movie or Lin 	 
113 	2020-09-04 14:50 	art12345 	Schafer 	rcat2222 	rps123456 	5♦xS= 	-550 	21.13% 	Movie or Lin 	 
114 	2020-09-04 14:53 	SmigWicked 	nineftsack 	camura 	Sueavenida 	5♦xS= 	-550 	21.13% 	Movie or Lin 	 
115 	2020-09-04 14:53 	Redlipstic 	lantana49 	Skaj 	mememe2323 	5♦xS= 	-550 	21.13% 	Movie or Lin 	 
116 	2020-09-04 14:51 	Forehand94 	GabZP 	gjnear2002 	soapi3 	5♦xS= 	-550 	21.13% 	Movie or Lin 	 
117 	2020-09-04 14:53 	Silverlora 	lawgal 	pill43 	Bijou5 	5♦xS= 	-550 	21.13% 	Movie or Lin 	 
118 	2020-09-04 14:54 	srachman 	nancy130 	docdad1 	susanakaz 	5♦xS= 	-550 	21.13% 	Movie or Lin 	 
119 	2020-09-04 14:52 	LASLYFLY 	PeterOK 	1urbacz 	janders47 	3♦xS+1 	-570 	16.55% 	Movie or Lin 	 
120 	2020-09-04 14:49 	oktaygecit 	ojkusc 	lori2play 	000kmn 	3♦xS+1 	-570 	16.55% 	Movie or Lin 	 
121 	2020-09-04 14:51 	kristinebe 	ddcatboots 	jake0327 	MalloryF 	2♦xS+4 	-580 	15.49% 	Movie or Lin 	 
122 	2020-09-04 14:51 	cardie 	surfscoter 	Redbird44 	fseipp 	2♥xxW-2 	-600 	14.79% 	Movie or Lin 	 
123 	2020-09-04 14:50 	elijah13 	natasha11 	Tater11 	FiveOSplit 	4♦xS+1 	-610 	13.73% 	Movie or Lin 	 
124 	2020-09-04 14:52 	marysmi 	LeslieFL 	Seadog680 	9hemlock 	4♦xS+1 	-610 	13.73% 	Movie or Lin 	 
125 	2020-09-04 14:50 	ACE Hole 	monkeysee1 	bloftus 	chappleu 	5♦xS+1 	-650 	10.92% 	Movie or Lin 	 
126 	2020-09-04 14:50 	peristy 	ariddragon 	Caveman111 	ellenanten 	5♦xS+1 	-650 	10.92% 	Movie or Lin 	 
127 	2020-09-04 14:53 	2sleepless 	oledaj 	nanax3 	lovescats4 	5♦xS+1 	-650 	10.92% 	Movie or Lin 	 
128 	2020-09-04 14:51 	welajo 	blizzard20 	jgm7x 	Lilly0127 	5♦xS+1 	-650 	10.92% 	Movie or Lin 	 
129 	2020-09-04 14:51 	lujack 	Mikeyb 	nan_cb_2 	aam135 	5♦xS+1 	-650 	10.92% 	Movie or Lin 	 
130 	2020-09-04 14:51 	milevaj 	Jannie 	beverly h 	farmerbob 	5♦xS+1 	-650 	10.92% 	Movie or Lin 	 
131 	2020-09-04 14:51 	jobengland 	tpsc 	NellBB 	shelbina34 	3♦xS+2 	-670 	8.10% 	Movie or Lin 	 
132 	2020-09-04 14:51 	jludwig 	glenne 	Jeantennis 	pattigolf 	3♦xS+2 	-670 	8.10% 	Movie or Lin 	 
133 	2020-09-04 14:50 	BeekyN 	carolgo 	calcgal 	mokam 	4♦xS+2 	-710 	7.04% 	Movie or Lin 	 
134 	2020-09-04 14:50 	cupid28 	genevagirl 	terrilrich 	nawb 	5♦xS+2 	-750 	6.34% 	Movie or Lin 	 
135 	2020-09-04 14:49 	TAURUS514 	schammy 	feleap 	Hendeldb 	5♥xW-4 	-800 	3.87% 	Movie or Lin 	 
136 	2020-09-04 14:50 	laser72 	montejaffe 	YogiPatti 	tom1049 	4♥xW-4 	-800 	3.87% 	Movie or Lin 	 
137 	2020-09-04 14:52 	Bidzwiz 	abenj 	klesliew 	batchish 	5♣xE-4 	-800 	3.87% 	Movie or Lin 	 
138 	2020-09-04 14:50 	theatremam 	BarryJ71 	Mistee 	trumpface 	4♣xE-4 	-800 	3.87% 	Movie or Lin 	 
139 	2020-09-04 14:51 	Jeannow 	bobnbbase 	ewwalk 	kath1945 	4♥xW-4 	-800 	3.87% 	Movie or Lin 	 
140 	2020-09-04 14:51 	jimmiel 	rtowntoo 	puppypaws 	lba1116 	5♣xE-4 	-800 	3.87% 	Movie or Lin 	 
141 	2020-09-04 14:51 	katapulta 	jerzyna 	Masonrosen 	sooy 	5♠xW-5 	-1100 	1.06% 	Movie or Lin 	 
142 	2020-09-04 14:51 	osan2 	gschwemer 	chonita1 	carza 	5♥xW-5 	-1100 	1.06% 	Movie or Lin 	 
143 	2020-09-04 14:49 	LuckyC1544 	Mickeyb1 	grand gril 	cyndywin 	4♥xxW-4 	-1600 	0.00% 	Movie or Lin 	 
Click here to return to the previous page 
