

    Vugraph Schedule
    Hand Records
    BBO Points
    BB$

Logged in as elogg LogoutClick here to return to the previous page
Traveller 6384-1599253200-64344520 played by elogg 	 
Nº 	Time 	North 	South 	East 	West 	Result 	EW Points 	Score 	Movie 	 
110 	2020-09-04 14:04 	cardie 	surfscoter 	azlinda 	jg48 	3♠N= 	-140 	34.15% 	Movie or Lin 	 
111 	2020-09-04 14:05 	jasminb4 	sabz 	chapalalou 	dowder 	2♠N+1 	-140 	34.15% 	Movie or Lin 	 
112 	2020-09-04 14:04 	mickie 	muffin 	bloftus 	chappleu 	2♠N+1 	-140 	34.15% 	Movie or Lin 	 
113 	2020-09-04 14:05 	atvguy 	lovecards 	ander41 	annareddog 	3♠N= 	-140 	34.15% 	Movie or Lin 	 
114 	2020-09-04 14:04 	patriciap 	rickisue 	klesliew 	batchish 	2♠N+1 	-140 	34.15% 	Movie or Lin 	 
115 	2020-09-04 14:05 	bumportant 	Donnarod 	lvzee 	passell 	3♠N= 	-140 	34.15% 	Movie or Lin 	 
116 	2020-09-04 14:04 	mycroft5 	jeanfarns 	mzeller 	azzie61 	3♠N= 	-140 	34.15% 	Movie or Lin 	 
117 	2020-09-04 14:05 	sandyhh 	rrichar 	mm1027 	ripleyrep 	3♠N= 	-140 	34.15% 	Movie or Lin 	 
118 	2020-09-04 14:04 	lulu109 	SherylSBBC 	rspriggle 	tinman 39 	3♠N= 	-140 	34.15% 	Movie or Lin 	 
119 	2020-09-04 14:04 	paulkh 	ataml 	jake0327 	MalloryF 	3♠N+1 	-170 	9.86% 	Movie or Lin 	 
120 	2020-09-04 14:05 	jill777 	geraldb 	bettymelbo 	ZUFONG 	3♠N+1 	-170 	9.86% 	Movie or Lin 	 
121 	2020-09-04 14:05 	IrvingGew 	ladepeche 	VilasG 	Kampioen31 	3♠N+1 	-170 	9.86% 	Movie or Lin 	 
122 	2020-09-04 14:05 	fizik41 	ALOBRIDGE 	Quietmike 	Hendeldb 	3♠N+1 	-170 	9.86% 	Movie or Lin 	 
123 	2020-09-04 14:06 	lia1995 	nikosv 	hsafak 	skipinlake 	3♠N+1 	-170 	9.86% 	Movie or Lin 	 
124 	2020-09-04 14:04 	asked 	beverly5 	martin dav 	abudiran 	2♠N+2 	-170 	9.86% 	Movie or Lin 	 
125 	2020-09-04 14:03 	ekweis 	horsemill 	YogiPatti 	tom1049 	2♠N+2 	-170 	9.86% 	Movie or Lin 	 
126 	2020-09-04 14:03 	Forehand94 	GabZP 	dubose 	265426 	2♠N+2 	-170 	9.86% 	Movie or Lin 	 
127 	2020-09-04 14:04 	pdb1049 	ghb1049 	antootto 	breedge 	3♠N+1 	-170 	9.86% 	Movie or Lin 	 
128 	2020-09-04 14:04 	Silverlora 	lawgal 	sammaitar 	Jdd 	3♠N+1 	-170 	9.86% 	Movie or Lin 	 
129 	2020-09-04 14:03 	norat101 	gvrjon 	jangje 	oystein1 	2♠N+2 	-170 	9.86% 	Movie or Lin 	 
130 	2020-09-04 14:04 	bobbyva 	sarahfilly 	jadedeye 	Indy Ali 	3♠N+1 	-170 	9.86% 	Movie or Lin 	 
131 	2020-09-04 14:04 	debking 	liuhvicky 	boby  34 	zazaal 	2♠N+2 	-170 	9.86% 	Movie or Lin 	 
132 	2020-09-04 14:05 	gizmo1211 	rakkss 	minshrrel 	JJ_ 	3♠N+1 	-170 	9.86% 	Movie or Lin 	 
133 	2020-09-04 14:04 	wenricci 	Mich_man 	everna 	awhit 	2♠N+2 	-170 	9.86% 	Movie or Lin 	 
134 	2020-09-04 14:03 	russpete 	witzi319 	steliosk 	AlikiT 	2♠N+2 	-170 	9.86% 	Movie or Lin 	 
135 	2020-09-04 14:05 	Belleharbo 	dss303 	Arlene Gre 	PatBerg 	3♠N+1 	-170 	9.86% 	Movie or Lin 	 
136 	2020-09-04 14:04 	ButtonsMom 	missycat 	camura 	Sueavenida 	3♠N+1 	-170 	9.86% 	Movie or Lin 	 
137 	2020-09-04 14:04 	stay40 	hpesol 	gbgreyfox 	drreb 	2♠N+2 	-170 	9.86% 	Movie or Lin 	 
138 	2020-09-04 14:05 	wonyoung12 	deucswild 	eseymour1 	1misty1 	2♠N+2 	-170 	9.86% 	Movie or Lin 	 
139 	2020-09-04 14:05 	osan2 	gschwemer 	Redbird44 	fseipp 	3♠N+1 	-170 	9.86% 	Movie or Lin 	 
140 	2020-09-04 14:04 	TAURUS514 	schammy 	carlota24 	martagon 	3♠N+2 	-200 	2.11% 	Movie or Lin 	 
141 	2020-09-04 14:04 	Jacklois 	Dorrice 	Connie1024 	leeupnorth 	4♠N= 	-420 	0.70% 	Movie or Lin 	 
142 	2020-09-04 14:04 	katapulta 	jerzyna 	jogle 	kittydee 	4♠N= 	-420 	0.70% 	Movie or Lin 	 
143 	2020-09-04 14:06 	davefred 	rcm515 	LK98 	ERTUMAYA 	4♠N= 	-420 	0.70% 	Movie or Lin 	 
Click here to return to the previous page
© 2018-2020 Bridge Base On Line LLC • About • Privacy • Rules • Terms and Conditions • Advertise • Support • Robot Convention Card
